"Plan","Priority","Status"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","0 - Critical","Failed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Known Issue"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Known Issue"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Known Issue"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","0 - Critical","Passed"
"Matching - 2020-Aug Regression","0 - Critical","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","0 - Critical","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","0 - Critical","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","0 - Critical","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Known Issue"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","0 - Critical","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Known Issue"
"Matching - 2020-Aug Regression","2 - Medium","Known Issue"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","0 - Critical","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","0 - Critical","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","0 - Critical","Passed"
"Matching - 2020-Aug Regression","1 - High","Known Issue"
"Matching - 2020-Aug Regression","1 - High","Known Issue"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Known Issue"
"Matching - 2020-Aug Regression","1 - High","Known Issue"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","0 - Critical","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","0 - Critical","Passed"
"Matching - 2020-Aug Regression","1 - High","Known Issue"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","0 - Critical","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Known Issue"
"Matching - 2020-Aug Regression","0 - Critical","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Known Issue"
"Matching - 2020-Aug Regression","1 - High","Known Issue"
"Matching - 2020-Aug Regression","0 - Critical","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","0 - Critical","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","0 - Critical","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
